0.246609124537606,16299321.8249083
1.04808877928483,23775794.2264462
2.12320547824555,43765403.9632969
3.49141429074712,82446552.4784985
4.84273163642769,139889280.636635
6.12366787035406,217940898.555689
7.45387088250837,302553873.244254
8.6855403382068,398832614.23886
9.91720979390523,500895333.863981
11.0996124713757,612096067.288131
12.2820151488462,724949366.035284
13.4644178263167,841107795.428446
14.652294590257,963962861.462403
15.7306896248018,1082611572.53631
16.8090846593467,1200525810.13332
17.7506275321473,1322942672.29787
18.8344966531619,1417388386.9882
19.8902133294748,1529869047.50533
20.980338549312,1645882995.08498
22.0016466821007,1752522023.32652
23.1207063589924,1862723270.57196
24.3031090364629,1978055417.30362
25.4855117139334,2085124737.42025
26.7062329966923,2185178522.65559
27.9981174035582,2281764728.19447
29.2790536374846,2368079172.72855
30.6585234278668,2439422720.31057
32.0379932182491,2496719462.64706
33.3893105639296,2538226739.47623
34.9236188001711,2554645850.71081
36.4016221470092,2545624130.70191
37.7529394926898,2504267060.62044
39.0620281713178,2445718013.18979
40.4626122952264,2358630411.44276
41.6450149726968,2252518804.89186
42.8274176501673,2129881545.11092
43.862019992954,1993344193.65195
44.8473555575128,1851898050.74648
45.7834243438436,1700585420.42549
46.6702263519464,1543537715.99649
47.4584948035935,1380803841.98199
48.2467632552404,1209807141.35247
48.9857649286595,1040157789.42781
49.6754998238506,863514266.006187
50.3159679408138,699038459.475767
50.9071692795491,535765730.074398
51.4983706182843,359639714.827438
52.0895719570196,180796147.715983
52.4766680716676,6310206.43846321
