0.246609125,16299321.82
1.911220715,22919008.85
2.625726616,33020672.83
3.709595737,51775557.21
4.921558482,81971247.1
6.025134314,112274526.9
7.128710146,145882937.4
8.291406112,198932933.3
9.454102079,253304981.4
10.58583036,307707769.5
11.78230926,372622701.2
12.92248327,435390103.3
14.10488594,511021335.5
15.20107176,579104872.6
16.37115774,662696383.2
17.48317931,736194058.6
18.62511285,826069654.8
19.69314622,902089842.9
20.7682177,987546275
21.92598699,1078114394
23.07143958,1167042174
24.22920887,1262567989
25.30955893,1345068172
26.38216708,1435602786
27.47729718,1523282074
28.58931874,1612833241
29.75529916,1663999200
30.2643892,1741333490
31.28913819,1786892774
32.44444414,1915439289
33.53241882,2005801262
34.6702468,2086513131
35.93710681,2180632213
37.10543326,2255962644
38.3863695,2345346138
39.52654351,2414094253
40.70894619,2487836839
41.79281531,2541846450
43.07375154,2611084387
44.15762066,2661788867
45.26119649,2699253263
46.42389246,2748337103
47.547175,2785561595
48.54236392,2811675795
49.62623305,2832083245
50.71010217,2847532998
51.92206491,2845999434
52.71270037,2875983717
